DATE_TIME,current_contract,next_contract,carry_contract
2011-12-12 15:00:00,20111200,20120300,20120300
2012-03-09 20:00:00,20120300,20120600,20120600
2012-06-12 13:00:00,20120600,20120900,20120900
2012-09-19 13:00:00,20120900,20121200,20121200
2012-12-14 20:00:00,20121200,20130300,20130300
2013-03-13 16:00:00,20130300,20130600,20130600
2013-06-17 13:00:00,20130600,20130900,20130900
2013-09-12 19:00:00,20130900,20131200,20131200
2013-12-13 18:00:00,20131200,20140300,20140300
2014-03-14 13:00:00,20140300,20140600,20140600
2014-06-13 13:00:00,20140600,20140900,20140900
2014-09-12 17:00:00,20140900,20141200,20141200
2014-12-12 15:00:00,20141200,20150300,20150300
2015-03-10 19:00:00,20150300,20150600,20150600
2015-06-16 13:00:00,20150600,20150900,20150900
2015-09-10 17:00:00,20150900,20151200,20151200
2015-12-14 15:00:00,20151200,20160300,20160300
2016-03-11 15:00:00,20160300,20160600,20160600
2016-06-09 14:00:00,20160600,20160900,20160900
2016-09-15 23:00:00,20160900,20161200,20161200
2016-12-12 15:00:00,20161200,20170300,20170300
2017-03-13 13:00:00,20170300,20170600,20170600
2017-06-12 14:00:00,20170600,20170900,20170900
2017-09-11 14:00:00,20170900,20171200,20171200
2017-12-11 15:00:00,20171200,20180300,20180300
2018-03-12 14:00:00,20180300,20180600,20180600
2018-06-11 14:00:00,20180600,20180900,20180900
2018-09-13 15:00:00,20180900,20181200,20181200
2018-12-10 20:00:00,20181200,20190300,20190300
2019-03-11 14:00:00,20190300,20190600,20190600
2019-06-14 19:00:00,20190600,20190900,20190900
2019-09-12 19:00:00,20190900,20191200,20191200
2019-12-12 14:00:00,20191200,20200300,20200300
2020-03-16 19:00:00,20200300,20200600,20200600
2020-06-12 13:00:00,20200600,20200900,20200900
2020-09-11 14:00:00,20200900,20201200,20201200
2020-12-11 15:00:00,20201200,20210300,20210300
2021-03-12 14:00:00,20210300,20210600,20210600
2021-06-11 14:00:00,20210600,20210900,20210900
2021-09-10 14:00:00,20210900,20211200,20211200
2021-12-10 20:00:02,20211200,20220300,20220300
2022-03-14 19:00:01,20220300,20220600,20220600
2022-06-10 18:00:01,20220600,20220900,20220900
2022-09-09 18:00:01,20220900,20221200,20221200
2022-12-06 20:00:02,20221200,20230300,20230300
2023-03-13 19:00:01,20230300,20230600,20230600
2023-06-09 19:00:01,20230600,20230900,20230900
2023-09-12 20:00:01,20230900,20231200,20231200
2023-12-19 20:00:01,20231200,20240300,20240300
2024-03-14 19:00:01,20240300,20240600,20240600
2024-06-10 23:00:00,20240600,20240900,20240900
2024-09-10 23:00:00,20240900,20241200,20241200
