DATETIME,price
2013-12-10 10:32:55,
2013-12-10 10:33:19,
2013-12-10 23:00:00,242.12000000000006
2013-12-11 02:31:14,242.12000000000006
2013-12-11 02:31:39,241.73875000000004
2013-12-11 23:00:00,238.87000000000006
2013-12-12 02:31:18,238.87000000000006
2013-12-12 02:31:43,238.07625000000002
2013-12-12 23:00:00,237.37000000000006
2013-12-13 02:31:16,237.37000000000006
2013-12-13 02:31:40,236.20750000000004
2013-12-13 23:00:00,236.96999999999997
2013-12-16 02:31:20,236.96999999999997
2013-12-16 02:31:44,237.24500000000006
2013-12-16 23:00:00,237.17000000000002
2013-12-17 02:31:16,237.17000000000002
2013-12-17 02:31:41,239.55750000000006
2013-12-17 23:00:00,238.71999999999997
2013-12-18 02:31:16,238.71999999999997
2013-12-18 02:31:40,239.39500000000004
2013-12-18 23:00:00,240.07
2013-12-19 02:31:17,240.07
2013-12-19 02:31:42,241.31374999999997
2013-12-19 23:00:00,239.52000000000004
2013-12-20 23:00:00,240.82
2013-12-23 23:00:00,243.21999999999997
2013-12-24 02:31:18,243.21999999999997
2013-12-24 02:31:42,243.39500000000004
2013-12-24 23:00:00,243.62000000000006
2013-12-25 02:31:15,243.62000000000006
2013-12-25 02:31:40,243.62000000000006
2013-12-26 02:31:14,243.62000000000006
2013-12-26 02:31:39,243.89500000000004
2013-12-26 23:00:00,243.17000000000002
2013-12-27 02:31:14,243.17000000000002
2013-12-27 02:31:39,245.29500000000002
2013-12-27 23:00:00,245.52000000000004
2013-12-30 02:31:16,245.52000000000004
2013-12-30 02:31:41,245.64500000000004
2013-12-30 23:00:00,245.71999999999997
2013-12-31 02:31:15,245.71999999999997
2013-12-31 02:31:40,245.71999999999997
2014-01-01 02:31:15,245.71999999999997
2014-01-01 02:31:39,245.71999999999997
2014-01-02 02:31:14,245.71999999999997
2014-01-02 02:31:38,242.5075
2014-01-02 23:00:00,238.46999999999997
2014-01-03 02:31:16,238.46999999999997
2014-01-03 02:31:41,235.295
2014-01-03 23:00:00,235.31999999999996
2014-01-06 23:00:00,235.92000000000002
2014-01-07 02:31:19,235.92000000000002
2014-01-07 02:31:44,237.49500000000006
2014-01-07 23:00:00,237.12000000000006
2014-01-08 02:31:20,237.12000000000006
2014-01-08 02:31:45,237.195
2014-01-08 23:00:00,236.87000000000006
2014-01-09 02:31:16,236.87000000000006
2014-01-09 02:31:42,236.39500000000004
2014-01-09 23:00:00,235.56999999999996
2014-01-10 23:00:00,233.4700000000001
2014-01-13 23:00:00,235.52
2014-01-14 23:00:00,235.02
2014-01-15 23:00:00,235.92000000000002
2014-01-16 23:00:00,236.42000000000002
2014-01-17 02:31:25,236.42000000000002
2014-01-17 02:31:50,234.045
2014-01-17 23:00:00,234.06999999999996
2014-01-20 23:00:00,236.17000000000002
2014-01-21 23:00:00,237.96999999999997
2014-01-22 23:00:00,237.71999999999997
2014-01-23 23:00:00,234.67
2014-01-24 02:31:23,234.67
2014-01-24 02:31:49,233.23250000000004
2014-01-24 23:00:00,233.4700000000001
2014-01-27 02:31:18,233.4700000000001
2014-01-27 02:31:44,228.94500000000005
2014-01-27 23:00:00,230.27000000000004
2014-01-28 23:00:00,231.32000000000005
2014-01-29 23:00:00,234.56999999999996
2014-01-31 09:22:15,234.56999999999996
2014-01-31 09:22:50,234.56999999999996
2014-02-03 06:48:14,234.56999999999996
2014-02-03 06:48:40,234.56999999999996
2014-02-03 06:53:46,234.56999999999996
2014-02-03 06:54:12,234.56999999999996
2014-02-03 06:59:04,234.56999999999996
2014-02-03 06:59:31,234.56999999999996
2014-02-03 07:04:27,234.56999999999996
2014-02-03 07:04:52,234.56999999999996
2014-02-03 07:09:47,234.56999999999996
2014-02-03 07:10:11,234.56999999999996
2014-02-03 07:15:07,234.56999999999996
2014-02-03 07:15:32,234.56999999999996
2014-02-03 07:20:29,234.56999999999996
2014-02-03 07:20:53,234.56999999999996
2014-02-03 07:25:48,234.56999999999996
2014-02-03 07:26:13,234.56999999999996
2014-02-03 07:31:09,234.56999999999996
2014-02-03 07:31:34,234.56999999999996
2014-02-03 07:36:31,234.56999999999996
2014-02-03 07:36:57,234.56999999999996
2014-02-03 07:41:51,234.56999999999996
2014-02-03 07:42:16,234.56999999999996
2014-02-03 07:47:13,234.56999999999996
2014-02-03 07:47:38,234.56999999999996
2014-02-03 07:52:32,234.56999999999996
2014-02-03 07:52:57,234.56999999999996
2014-02-03 07:57:54,234.56999999999996
2014-02-03 07:58:20,234.56999999999996
2014-02-03 08:08:07,234.56999999999996
2014-02-03 08:08:32,234.56999999999996
2014-02-03 08:21:55,234.56999999999996
2014-02-03 08:22:11,234.56999999999996
2014-02-03 08:33:13,234.56999999999996
2014-02-03 08:33:39,234.56999999999996
2014-02-03 08:46:14,234.56999999999996
2014-02-03 08:46:47,234.56999999999996
2014-02-03 23:00:00,230.87000000000006
2014-02-04 01:05:05,230.87000000000006
2014-02-04 01:05:33,226.59500000000006
2014-02-04 02:05:05,226.59500000000006
2014-02-04 02:05:34,226.33875000000006
2014-02-04 03:05:06,226.33875000000006
2014-02-04 03:05:33,225.89500000000004
2014-02-04 04:05:07,225.89500000000004
2014-02-04 04:05:42,225.64500000000004
2014-02-04 05:05:13,225.64500000000004
2014-02-04 05:05:52,225.44500000000005
2014-02-04 06:05:20,225.44500000000005
2014-02-04 06:05:59,225.44500000000005
2014-02-04 07:05:21,225.44500000000005
2014-02-04 07:05:59,225.44500000000005
2014-02-04 08:06:13,225.44500000000005
2014-02-04 08:06:43,225.44500000000005
